,review,sentiment
1276,it 's a movie forged in the fires of chick flick hell .,0
1277,it 's fairly self-aware in its dumbness .,0
1278,"credit must be given to harland williams , michael rosenbaum and barry watson , who inject far more good-natured spirit and talent into this project than it deserves",1
1279,the piano teacher is the sort of movie that discourages american audiences from ever wanting to see another foreign film .,0
1280,watching it is rather like viewing a long soap opera in which only the first episode was any good .,0
1281,a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .,1
1282,"there 's a disreputable air about the whole thing , and that 's what makes it irresistible .",1
1283,"a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with ... it does possess a loose , lackadaisical charm .",1
1284,"this is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , scorsese 's best in more than a decade .",1
1285,"for a good chunk of its running time , trapped is an effective and claustrophobic thriller .",1
1286,full frontal is the antidote for soderbergh fans who think he 's gone too commercial since his two oscar nominated films in 2000,1
1287,"even the imaginative gore ca n't hide the musty scent of todd farmer 's screenplay , which is a simple retread of the 1979 alien , with a plucky heroine battling a monster loose in a spaceship .",0
1288,"as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness .",1
1289,"the filmmakers juggle and juxtapose three story lines but fail to come up with one cogent point , unless it 's that life stinks , especially for sensitive married women who really love other women .",0
1290,made by jackasses for jackasses .,0
1291,"if melville is creatively a great whale , this film is canned tuna .",0
1292,pretentious editing ruins a potentially terrific flick .,0
1293,topkapi this is not .,0
1294,but he somehow pulls it off .,1
1295,"bartleby is a one-joke movie , and a bad joke at that .",0
1296,"it is risky , intelligent , romantic and rapturous from start to finish .",1
1297,a worthwhile way to spend two hours .,1
1298,"never again swings between false sentiment and unfunny madcap comedy and , along the way , expects the audience to invest in the central relationship as some kind of marriage of true minds .",0
1299,two generations within one family test boundaries in this intelligent and restrained coming-of-age drama .,1
1300,"-lrb- gai -rrb- comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form .",1
1301,"a broadly played , lowbrow comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags .",1
1302,filmmakers have to dig deep to sink this low .,0
1303,then lower them a bit more .,0
1304,i cry for i spy -- or i would if this latest and laziest imaginable of all vintage-tv spinoffs were capable of engendering an emotional response of any kind .,0
1305,a very bad sign .,0
1306,"well , it does go on forever .",0
1307,"this is n't just the cliffsnotes version of nicholas nickleby , it 's the cliffsnotes with pages missing .",0
1308,"it 's all very cute , though not terribly funny if you 're more than six years old .",1
1309,"fortunately for all involved , this movie is likely to disappear as quickly as an ice cube thrown into a pot of boiling water .",0
1310,"guided more by intellect than heart , his story flattens instead of sharpens .",0
1311,"it 's an old story , but a lively script , sharp acting and partially animated interludes make just a kiss seem minty fresh .",1
1312,"it 's the kind of movie you ca n't quite recommend because it is all windup and not much of a pitch , yet you ca n't bring yourself to dislike it .",0
1313,an excellent romp that boasts both a heart and a mind .,1
1314,john leguizamo may be a dramatic actor -- just not in this movie .,0
1315,tender yet lacerating and darkly funny fable .,1
1316,"this delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director .",1
1317,"a generation x artifact , capturing a brief era of insanity in the sports arena that surely can not last .",0
1318,the film 's center will not hold .,0
1319,"it is far from the worst , thanks to the topical issues it raises , the performances of stewart and hardy , and that essential feature -- a decent full-on space battle .",1
1320,it 's also stupider .,0
1321,"none of these characters resembles anyone you 've ever met in real life , unless you happen to know annoyingly self-involved people who speak in glib sentences that could have only come from the pen of a screenwriter .",0
1322,"sensitive , insightful and beautifully rendered film .",1
1323,"a bowel-curdling , heart-stopping recipe for terror .",1
1324,"although based on a real-life person , john , in the movie , is a rather dull person to be stuck with for two hours .",0
1325,"` abandon all hope , ye who enter here ' ... you should definitely let dante 's gloomy words be your guide .",0
1326,an ultra-low-budget indie debut that smacks more of good intentions than talent .,0
1327,there 's not enough to sustain the comedy .,0
1328,fairly successful at faking some pretty cool stunts but a complete failure at trying to create some pretty cool characters .,0
1329,the film is really not so much bad as bland .,0
1330,"schmaltzy and unfunny , adam sandler 's cartoon about hanukkah is numbingly bad , little nicky bad , 10 worst list bad .",0
1331,a vivid cinematic portrait .,1
